/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/CodigoMandato;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/NomeParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/CodigoExercicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataLeitura
"391";"Aécio Neves";"Aécio Neves da Cunha";"Masculino";"Senador ";"PSDB";"435";"MG";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5148";"Elmiro Alves do Nascimento";"221";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/391";"https://www.camara.leg.br/deputados/74646";"dep.aecioneves@camara.leg.br";;;;;;"MG";
"391";"Aécio Neves";"Aécio Neves da Cunha";"Masculino";"Senador ";"PSDB";"435";"MG";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"438";"Tilden Santiago";"221";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/391";"https://www.camara.leg.br/deputados/74646";"dep.aecioneves@camara.leg.br";;;;;;"MG";
"391";"Aécio Neves";"Aécio Neves da Cunha";"Masculino";"Senador ";"PSDB";"435";"MG";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"221";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/391";"https://www.camara.leg.br/deputados/74646";"dep.aecioneves@camara.leg.br";"2834";"2017-10-17";"2019-01-31";"TER";"Término do mandato";"MG";
"391";"Aécio Neves";"Aécio Neves da Cunha";"Masculino";"Senador ";"PSDB";"435";"MG";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"221";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/391";"https://www.camara.leg.br/deputados/74646";"dep.aecioneves@camara.leg.br";"2831";"2017-06-30";"2017-09-28";"DJ ";"Afastamento por decisão judicial";"MG";
"391";"Aécio Neves";"Aécio Neves da Cunha";"Masculino";"Senador ";"PSDB";"435";"MG";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"221";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/391";"https://www.camara.leg.br/deputados/74646";"dep.aecioneves@camara.leg.br";"2579";"2011-02-01";"2017-05-18";"DJ ";"Afastamento por decisão judicial";"MG";
"391";"Aécio Neves";"Aécio Neves da Cunha";"Masculino";"Senador ";"PSDB";"435";"MG";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"221";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/391";"https://www.camara.leg.br/deputados/74646";"dep.aecioneves@camara.leg.br";;;;;;"MG";
"3823";"Benedito de Lira";"Benedito de Lira";"Masculino";"Senador ";"PP";"457";"AL";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5030";"Givago Tenório";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823";;"benedito.lira@senador.leg.br";;;;;;;
"3823";"Benedito de Lira";"Benedito de Lira";"Masculino";"Senador ";"PP";"457";"AL";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5032";"Antônio Milton Pessoa Falcão Filho";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823";;"benedito.lira@senador.leg.br";;;;;;;
"3823";"Benedito de Lira";"Benedito de Lira";"Masculino";"Senador ";"PP";"457";"AL";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823";;"benedito.lira@senador.leg.br";"2875";"2018-11-10";"2019-01-31";"TER";"Término do mandato";;
"3823";"Benedito de Lira";"Benedito de Lira";"Masculino";"Senador ";"PP";"457";"AL";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823";;"benedito.lira@senador.leg.br";"2585";"2011-02-01";"2018-07-12";"LSP";"Licença Saúde-Particular";;"2018-07-12"
"3823";"Benedito de Lira";"Benedito de Lira";"Masculino";"Senador ";"PP";"457";"AL";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823";;"benedito.lira@senador.leg.br";;;;;;;
"5559";"Bispo José";"José Afonso Teixeira";"Masculino";"Senador ";"PL";"500";"AC";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"4558";"Gladson Cameli";"1º Suplente";"5557";"Mailza Gomes";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5559.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5559";;;"3005";"2023-01-02";"2023-01-31";"TER";"Término do mandato";;
"111";"Blairo Maggi";"Blairo Borges Maggi";"Masculino";"Senador ";"PL";"456";"MT";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5108";"Cidinho Santos";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/111";;"blairomaggi@senador.leg.br";;;;;;;
"111";"Blairo Maggi";"Blairo Borges Maggi";"Masculino";"Senador ";"PL";"456";"MT";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5110";"Rodrigues Palma";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/111";;"blairomaggi@senador.leg.br";;;;;;;
"111";"Blairo Maggi";"Blairo Borges Maggi";"Masculino";"Senador ";"PL";"456";"MT";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/111";;"blairomaggi@senador.leg.br";"2882";"2019-01-01";"2019-01-31";"TER";"Término do mandato";;
"111";"Blairo Maggi";"Blairo Borges Maggi";"Masculino";"Senador ";"PL";"456";"MT";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/111";;"blairomaggi@senador.leg.br";"2703";"2014-07-18";"2016-05-13";"AFO";"Afastamento do exercício";;"2014-07-18"
"111";"Blairo Maggi";"Blairo Borges Maggi";"Masculino";"Senador ";"PL";"456";"MT";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/111";;"blairomaggi@senador.leg.br";"2680";"2012-12-17";"2014-03-12";"LSP";"Licença Saúde-Particular";;"2012-12-17"
"111";"Blairo Maggi";"Blairo Borges Maggi";"Masculino";"Senador ";"PL";"456";"MT";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/111";;"blairomaggi@senador.leg.br";"2586";"2011-02-01";"2012-08-08";"LSP";"Licença Saúde-Particular";;"2012-08-07"
"111";"Blairo Maggi";"Blairo Borges Maggi";"Masculino";"Senador ";"PL";"456";"MT";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/111";;"blairomaggi@senador.leg.br";;;;;;;
"5603";"Carlos Augusto Costa";"Carlos Augusto Lopes da Costa";"Masculino";"Senador ";"PV";"519";"PE";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5540";"Fernando Bezerra Coelho";"2º Suplente";"5605";"Eliane Rodrigues";;;;;;;;;;;;
"5593";"Celso Dal Lago Rodrigues";"Celso Dal Lago Rodrigues";"Masculino";"Senador ";"MDB";"494";"MS";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5527";"Simone Tebet";"2º Suplente";"5595";"Moacir Kohl";;;;;;;;;;;;
"5136";"Cesar Antonio de Souza";"Cesar Antonio de Souza";"Masculino";"Senador ";"DEM";"466";"SC";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3741";"Paulo Bauer";"2º Suplente";"5138";"Athos de Almeida Lopes";;;;;;;;;;;;
"611";"Chiquinho Feitosa";"Francisco Feitosa de Albuquerque Lima";"Masculino";"Senador ";"DEM";"512";"CE";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"3396";"Tasso Jereissati";"2º Suplente";"5577";"Fernando Façanha";"938";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador611.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/611";;"sen.chiquinhofeitosa@senado.leg.br";"2972";"2021-11-03";"2022-02-26";"RET";"Retorno do titular";;
"5623";"Christopher Goulart";"Christopher Belchior Goulart";"Masculino";"Senador ";"PDT";"497";"RS";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5533";"Lasier Martins";"2º Suplente";"5625";"Adilson Silva dos Santos";;;;;;;;;;;;
"5108";"Cidinho Santos";"José Aparecido dos Santos";"Masculino";"Senador ";"PL";"456";"MT";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"111";"Blairo Maggi";"2º Suplente";"5110";"Rodrigues Palma";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5108.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5108";;"cidinho.santos@senador.leg.br";"2859";"2018-08-27";"2018-12-31";"RET";"Retorno do titular";;"2018-12-31"
"5108";"Cidinho Santos";"José Aparecido dos Santos";"Masculino";"Senador ";"PL";"456";"MT";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"111";"Blairo Maggi";"2º Suplente";"5110";"Rodrigues Palma";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5108.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5108";;"cidinho.santos@senador.leg.br";"2786";"2016-05-15";"2018-04-26";"LSP";"Licença Saúde-Particular";;"2016-05-16"
"5108";"Cidinho Santos";"José Aparecido dos Santos";"Masculino";"Senador ";"PL";"456";"MT";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"111";"Blairo Maggi";"2º Suplente";"5110";"Rodrigues Palma";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5108.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5108";;"cidinho.santos@senador.leg.br";"2694";"2014-03-13";"2014-07-17";"RET";"Retorno do titular";;"2014-03-11"
"5108";"Cidinho Santos";"José Aparecido dos Santos";"Masculino";"Senador ";"PL";"456";"MT";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"111";"Blairo Maggi";"2º Suplente";"5110";"Rodrigues Palma";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5108.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5108";;"cidinho.santos@senador.leg.br";"2668";"2012-08-09";"2012-12-16";"RET";"Retorno do titular";;"2012-08-09"
"5108";"Cidinho Santos";"José Aparecido dos Santos";"Masculino";"Senador ";"PL";"456";"MT";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"111";"Blairo Maggi";"2º Suplente";"5110";"Rodrigues Palma";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5108.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5108";;"cidinho.santos@senador.leg.br";;;;;;;
"739";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"PP";"458";"PI";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5186";"João Claudino Fernandes";"811";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"http://senadorciro.com.br/";"ciro.nogueira@senado.leg.br";;;;;;"PI";
"739";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"PP";"458";"PI";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5849";"José Amauri";"811";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"http://senadorciro.com.br/";"ciro.nogueira@senado.leg.br";;;;;;"PI";
"739";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"PP";"458";"PI";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"811";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"http://senadorciro.com.br/";"ciro.nogueira@senado.leg.br";"2587";"2011-02-01";"2019-01-31";"TER";"Término do mandato";"PI";
"3881";"Clovis Fecury";"Clovis Antônio Chaves Fecury";"Masculino";"Senador ";"DEM";"438";"MA";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"950";"João Alberto Souza";"2º Suplente";"670";"Mauro Fecury";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3881.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3881";;"clovis.fecury@senador.leg.br";"2649";"2011-09-30";"2012-11-04";"RET";"Retorno do titular";;"2011-09-29"
"5044";"Clécio Luis Vilhena Vieira";"Clécio Luis Vilhena Vieira";"Masculino";"Senador ";"PSOL";"475";"AP";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"5012";"Randolfe Rodrigues";"2º Suplente";"5046";"Andrelina Barbosa da Cunha";;;;;;;;;;;;
"3398";"Cristovam Buarque";"Cristovam Ricardo Cavalcanti Buarque";"Masculino";"Senador ";"CIDADANIA";"452";"DF";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5096";"Wilmar Lacerda";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3398.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3398";;"cristovam.buarque@senador.leg.br";;;;;;;
"3398";"Cristovam Buarque";"Cristovam Ricardo Cavalcanti Buarque";"Masculino";"Senador ";"CIDADANIA";"452";"DF";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5098";"Roberto Wagner Monteiro";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3398.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3398";;"cristovam.buarque@senador.leg.br";;;;;;;
"3398";"Cristovam Buarque";"Cristovam Ricardo Cavalcanti Buarque";"Masculino";"Senador ";"CIDADANIA";"452";"DF";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3398.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3398";;"cristovam.buarque@senador.leg.br";"2588";"2011-02-01";"2019-01-31";"TER";"Término do mandato";;
"1757";"Cunha Lima";"Ivandro Moura Cunha Lima";"Masculino";"Senador ";;"489";"PB";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"5197";"Cássio Cunha Lima";"1º Suplente";"5199";"Deca";;;;;;;;;;;;
"5197";"Cássio Cunha Lima";"Cássio Rodrigues da Cunha Lima";"Masculino";"Senador ";"PSDB";"489";"PB";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5199";"Deca";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5197.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5197";;"cassio.cunha.lima@senador.leg.br";;;;;;;
"5197";"Cássio Cunha Lima";"Cássio Rodrigues da Cunha Lima";"Masculino";"Senador ";"PSDB";"489";"PB";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"1757";"Cunha Lima";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5197.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5197";;"cassio.cunha.lima@senador.leg.br";;;;;;;
"5197";"Cássio Cunha Lima";"Cássio Rodrigues da Cunha Lima";"Masculino";"Senador ";"PSDB";"489";"PB";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5197.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5197";;"cassio.cunha.lima@senador.leg.br";"2808";"2017-01-05";"2019-01-31";"TER";"Término do mandato";;"2019-01-01"
"5197";"Cássio Cunha Lima";"Cássio Rodrigues da Cunha Lima";"Masculino";"Senador ";"PSDB";"489";"PB";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5197.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5197";;"cassio.cunha.lima@senador.leg.br";"2651";"2011-11-08";"2016-09-07";"LSP";"Licença Saúde-Particular";;"2011-11-08"
"5197";"Cássio Cunha Lima";"Cássio Rodrigues da Cunha Lima";"Masculino";"Senador ";"PSDB";"489";"PB";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5197.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5197";;"cassio.cunha.lima@senador.leg.br";;;;;;;
"5132";"Dalirio Beber";"Dalírio José Beber";"Masculino";"Senador ";"PSDB";"465";"SC";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"5002";"Luiz Henrique";"2º Suplente";"5134";"Antônio Marcos Gavazzoni";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5132.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5132";;"dalirio.beber@senador.leg.br";"2762";"2015-05-19";"2019-01-31";"TER";"Término do mandato";;
"3830";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"UNIÃO";"501";"AP";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5569";"Josiel";"834";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";;;;;;"AP";
"3830";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"UNIÃO";"501";"AP";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5571";"Marquinho";"834";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";;;;;;"AP";
"3830";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"UNIÃO";"501";"AP";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"834";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";"2732";"2015-02-01";"2023-01-31";"TER";"Término do mandato";"AP";
"5199";"Deca";"José Gonzaga Sobrinho";"Masculino";"Senador ";"PSDB";"489";"PB";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"5197";"Cássio Cunha Lima";"2º Suplente";"1757";"Cunha Lima";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5199.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5199";;"deca@senador.leg.br";"2797";"2016-09-08";"2017-01-04";"RET";"Retorno do titular";;"2016-09-08"
"3360";"Delcídio do Amaral";"Delcídio do Amaral Gomez";"Masculino";"Senador ";"S/Partido";"447";"MS";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5116";"Pedro Chaves";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3360.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3360";;"delcidio.amaral@senador.leg.br";;;;;;;
"3360";"Delcídio do Amaral";"Delcídio do Amaral Gomez";"Masculino";"Senador ";"S/Partido";"447";"MS";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5118";"Zonir Freitas Tetila";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3360.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3360";;"delcidio.amaral@senador.leg.br";;;;;;;
"3360";"Delcídio do Amaral";"Delcídio do Amaral Gomez";"Masculino";"Senador ";"S/Partido";"447";"MS";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3360.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3360";;"delcidio.amaral@senador.leg.br";"2589";"2011-02-01";"2016-05-10";"PER";"Perda de mandato";;
"3399";"Demóstenes Torres";"Demóstenes Lazaro Xavier Torres";"Masculino";"Senador ";"S/Partido";"472";"GO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"4873";"Fleury";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3399.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3399";;"demostenes.torres@senador.leg.br";"2590";"2011-02-01";"2012-07-11";"PER";"Perda de mandato";;
"5637";"Donizeti Nogueira";"Divino Donizeti Borges Nogueira";"Masculino";"Senador ";"PT";"518";"TO";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"1249";"Kátia Abreu";"2º Suplente";"5639";"Guaracy Silveira";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5637.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5637";;"donizeti.nogueira@senador.leg.br";"2870";"2018-10-29";"2018-10-29";"LP ";"Licença Particular";;
"5637";"Donizeti Nogueira";"Divino Donizeti Borges Nogueira";"Masculino";"Senador ";"PT";"518";"TO";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"1249";"Kátia Abreu";"2º Suplente";"5639";"Guaracy Silveira";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5637.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5637";;"donizeti.nogueira@senador.leg.br";"2760";"2015-02-03";"2016-05-11";"RET";"Retorno do titular";;
